make,model,seating_capacity,transmission_type,fuel_tank_capacity,body,rating,starting_price,ending_price,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp
Nissan,Rogue,7,automatic,46,SUV,3.6,13286,19192,162,1846,387,5056
Volkswagen,Beetle,5,automatic,78,Hatchback,4.5,10040,13924,143,1363,286,4105
Toyota,4Runner,7,automatic,63,SUV,4.0,24520,29406,201,2298,280,5804
Toyota,Sequoia,7,automatic,79,SUV,4.1,29134,38359,198,2167,330,5158
Nissan,Versa,5,automatic,51,Sedan,3.6,8367,10614,164,3195,324,6689
Nissan,Maxima,5,automatic,65,Sedan,4.3,1767,2275,475,2239,315,6039
Volvo,S60,5,automatic,62,Sedan,4.3,16169,23184,471,3922,241,6271
Toyota,Prius,5,automatic,54,Hatchback,4.5,13486,19453,151,1530,321,4629
Subaru,Legacy,5,automatic,56,Sedan,4.3,8521,11750,130,3847,322,5105
Nissan,Leaf,5,automatic,67,Hatchback,3.7,13848,17810,178,2058,301,6934
Nissan,Versa,5,Manual,73,Sedan,4.0,7171,9262,325,1312,155,5336
Nissan,Quest,5,automatic,51,Minivan,4.6,18912,28797,289,3510,329,4867
Volkswagen,Passat,5,automatic,71,Sedan,3.9,10399,13529,212,1563,304,4984
Nissan,Armada,7,automatic,76,SUV,4.1,17315,24607,397,3617,289,5773
Nissan,Rogue,7,Automatic,70,SUV,4.0,14718,23183,227,3890,142,4797
Toyota,Venza,5,automatic,76,Wagon,4.0,15277,19148,140,3162,245,5234
Volkswagen,Jetta,5,automatic,42,Sedan,4.9,10801,12812,425,3902,137,6339
Nissan,Rogue,7,Manual,42,SUV,4.9,14121,18583,295,2022,318,6824
Nissan,Sentra,5,automatic,41,Sedan,4.7,11480,14221,273,3352,297,4163
Nissan,Altima,5,Manual,59,Sedan,4.9,13773,15501,164,3198,350,4239
Volkswagen,Jetta,5,Manual,58,Sedan,3.7,6044,7697,479,3261,100,4398
Nissan,Cube,5,automatic,40,Wagon,3.5,10648,15189,335,1809,359,6466
Toyota,Tacoma,5,automatic,44,Double Cab,3.9,20717,27328,122,2441,135,5856
Nissan,Murano,7,Manual,78,SUV,3.9,19959,26227,186,3852,153,4920
Porsche,Cayenne,7,automatic,47,SUV,4.9,46472,64657,443,3935,175,5356
Volkswagen,Beetle,5,automatic,70,Hatchback,4.2,10760,14974,444,2702,321,4366
Nissan,Sentra,5,automatic,41,Sedan,4.9,8850,13905,193,2318,209,4684
Nissan,Pathfinder,7,automatic,68,SUV,4.0,17099,23717,484,2434,335,4562
Nissan,Sentra,5,automatic,45,Sedan,4.4,9052,11977,288,2564,301,6195
Toyota,Corolla,5,automatic,74,Sedan,4.6,9488,14374,282,1575,351,6417
Nissan,Rogue,7,automatic,46,SUV,4.7,14723,19015,274,3969,111,5973
Nissan,Sentra,5,automatic,48,Sedan,4.9,9640,12709,261,3289,369,5630
Nissan,Sentra,5,Manual,48,Sedan,4.1,10007,13629,448,2434,177,4504
Toyota,Yaris,5,automatic,58,Hatchback,4.2,8689,11716,352,1655,390,6381
Nissan,Rogue,7,automatic,73,SUV,4.2,16663,19368,213,2374,255,6470
Nissan,Sentra,5,automatic,65,Sedan,4.2,10793,14411,265,2091,200,5266
Porsche,Panamera,5,automatic,47,Sedan,4.6,54750,66330,282,2227,302,5881
Volkswagen,Beetle,5,automatic,79,Hatchback,3.5,21902,31267,448,1886,384,4370
Nissan,Altima,5,automatic,73,Sedan,4.3,13016,17044,152,3722,326,4843
Volkswagen,Passat,5,automatic,68,Sedan,4.7,11936,15383,199,2339,129,5914
Nissan,Altima,5,Manual,68,Sedan,4.9,11622,14820,246,2182,182,5805
Toyota,Corolla,5,automatic,79,Sedan,4.8,10121,13389,158,2417,127,4094
Nissan,Frontier,5,automatic,71,King Cab,3.9,7419,9567,156,3225,395,6856
Subaru,Forester,7,automatic,74,SUV,4.0,11475,17383,260,3369,283,6739
Volkswagen,Beetle,5,automatic,44,Hatchback,4.3,9617,14987,482,3575,269,6985
Nissan,Sentra,5,automatic,52,Sedan,4.3,8796,13499,264,2485,304,4038
Toyota,Venza,5,automatic,68,Wagon,4.4,14576,18547,392,3820,185,5077
Nissan,Sentra,5,Manual,48,Sedan,4.7,8585,11368,467,1703,173,5767
Volkswagen,CC,5,automatic,47,Sedan,4.3,11908,16545,135,1889,283,5268
Toyota,Prius,5,automatic,47,Hatchback,3.8,12468,16392,320,1273,141,6570
Toyota,Venza,5,automatic,79,Wagon,3.8,15168,22671,226,1231,184,5755
Toyota,Highlander,7,automatic,62,SUV,3.6,24941,34467,184,2381,391,6378
Nissan,Altima,5,automatic,77,Sedan,4.7,15211,22793,309,3364,394,6501
Nissan,Versa,5,automatic,51,Sedan,4.0,9800,13403,373,2947,102,6386
Toyota,Avalon,5,automatic,57,Sedan,3.8,14698,18570,357,1685,232,4977
Nissan,Altima,5,automatic,76,Sedan,3.9,14615,18352,436,3922,110,6581
Volkswagen,Passat,5,automatic,44,Sedan,4.8,9735,13550,478,3731,138,4461
Volkswagen,Jetta,5,automatic,47,Sedan,4.1,10650,15173,399,2633,214,4405
Subaru,Impreza,5,automatic,44,Hatchback,4.9,17414,19604,220,3717,227,6196
Nissan,Versa,5,Manual,68,Sedan,4.8,5046,6542,241,2013,146,5865
Nissan,Altima,5,automatic,49,Sedan,4.5,13793,20384,427,3386,212,5834
Volkswagen,Passat,5,automatic,69,Sedan,4.5,11049,16453,209,3251,313,6579
Volkswagen,Passat,5,automatic,55,Sedan,4.7,10396,13728,126,2336,325,5835
Toyota,Tacoma,5,automatic,78,Double Cab,4.8,24636,33725,426,1399,179,5186
Nissan,Xterra,7,automatic,49,SUV,3.6,15616,20308,478,2716,258,5609
Subaru,Impreza WRX,5,manual,46,Sedan,4.8,23525,35666,453,3473,348,5411
Nissan,Cube,5,automatic,54,Wagon,4.8,11240,14437,308,2582,284,5052
Toyota,Sienna,5,automatic,79,Minivan,4.3,14255,17454,202,1614,383,5479
Nissan,Maxima,5,automatic,53,Sedan,4.8,913,1139,239,1967,369,4186
Toyota,Camry,5,automatic,79,Sedan,4.4,12452,17667,293,2358,91,6955
Toyota,Camry,5,automatic,75,Sedan,4.3,13654,17756,150,1891,393,6035
Nissan,Versa,5,manual,58,Sedan,4.3,7732,10510,359,1591,271,5865
Nissan,Versa,5,automatic,49,Sedan,4.0,3578,5136,139,1937,227,6018
Porsche,Panamera,5,automatic,61,Sedan,3.6,53782,74728,346,2316,379,6139
Nissan,Sentra,5,automatic,42,Sedan,3.9,9064,11542,146,2455,366,4821
Toyota,Camry,5,automatic,55,Sedan,3.6,14887,19194,366,2018,122,5498
Scion,FR-S,5,manual,51,Coupe,4.2,16059,20482,462,1915,362,6977
Nissan,Sentra,5,automatic,55,Sedan,4.3,10763,12060,174,3154,114,5370
Nissan,Altima,5,automatic,41,Sedan,3.6,14349,18860,328,3912,327,6974
Volkswagen,Passat,5,automatic,56,Sedan,4.2,16520,22559,177,1322,356,4656
Nissan,Sentra,5,automatic,73,Sedan,3.5,8513,11547,373,2295,207,5408
Nissan,Murano,7,automatic,69,SUV,4.3,13366,21422,123,3496,389,5438
Nissan,Sentra,5,automatic,46,Sedan,4.7,9078,11537,380,3327,242,6552
Nissan,Murano,7,automatic,55,SUV,3.9,17609,26188,385,2560,376,4716
Porsche,Boxster,5,automatic,77,Convertible,4.5,34801,49521,235,2332,185,5860
Toyota,Corolla,5,automatic,47,Sedan,3.6,3439,5070,202,1228,317,6438
Toyota,Camry Hybrid,5,automatic,44,Sedan,4.8,15234,18885,134,2789,333,6722
Toyota,Yaris,5,automatic,47,Hatchback,5.0,6528,8082,179,1228,120,5969
Nissan,Versa,5,Automatic,44,Sedan,4.8,7526,10680,484,2377,104,6566
Toyota,Corolla,5,automatic,55,Sedan,4.8,10085,13400,306,1541,214,5152
Toyota,Corolla,5,automatic,70,Sedan,4.2,9394,12415,486,1210,185,6206
Nissan,Sentra,5,automatic,65,Sedan,3.6,9810,12262,362,2029,293,5223
Toyota,Tacoma,5,automatic,72,Double Cab,4.3,24770,28267,394,2336,116,4060
Toyota,FJ Cruiser,7,automatic,42,SUV,3.9,24413,28681,495,1948,371,5327
Nissan,Versa,5,automatic,44,Sedan,3.9,8972,11228,430,3284,253,4010
Nissan,Sentra,5,automatic,50,Sedan,4.3,10167,12380,268,1424,132,6923
Toyota,Prius,5,automatic,73,Hatchback,5.0,13221,18451,164,1378,119,6819
Nissan,Versa,5,Automatic,46,Sedan,3.6,7926,10518,176,3946,155,5399
Toyota,Tacoma,5,automatic,57,Double Cab,4.5,19732,22622,343,1857,327,6680
Toyota,Sienna,5,automatic,49,Minivan,4.8,17712,24347,133,2302,317,4542
Volkswagen,Beetle,5,automatic,64,Hatchback,4.4,11234,14065,137,2859,209,4911
Toyota,Corolla,5,automatic,57,Sedan,4.8,7279,8702,465,2736,119,4960
Nissan,Sentra,5,automatic,79,Sedan,3.9,9638,13287,330,2878,264,4409
Nissan,Rogue,7,automatic,44,SUV,4.6,12235,19367,429,3441,220,6805
Volvo,S60,5,automatic,70,Sedan,4.1,17834,24252,134,1466,217,5855
Nissan,Versa,5,automatic,70,Sedan,3.9,7652,10574,293,2506,295,5896
Nissan,Murano,7,automatic,63,SUV,4.5,15208,20803,131,1620,241,6168
Nissan,Pathfinder,7,automatic,66,SUV,4.2,18174,28769,357,1702,162,4551
Volkswagen,Passat,5,automatic,62,Sedan,4.0,10034,13431,406,2421,340,6058
Nissan,Murano,7,automatic,61,SUV,4.3,20462,26968,498,2554,212,4335
Nissan,Quest,5,Manual,63,Minivan,4.2,17409,23573,232,3355,357,5447
Toyota,Camry,5,automatic,52,Sedan,4.4,9092,13366,183,2168,183,6935
Nissan,Maxima,5,automatic,44,Sedan,4.4,16897,25789,127,2386,342,5020
nan,nan,5,automatic,73,nan,3.7,38101,58422,414,2974,310,5262
bmw,750i,5,automatic,50,nan,4.6,31790,37264,327,2854,256,6401
BMW,6 Series,5,automatic,66,Convertible,4.6,41405,56335,499,1485,328,4296
Acura,TSX,5,automatic,48,Sedan,4.2,15074,20559,325,1747,353,4085
BMW,6 Series,5,Manual,80,Convertible,4.3,40317,58910,416,2082,163,5152
nan,nan,5,automatic,71,nan,3.6,43395,53410,468,2987,112,6511
Audi,A6,5,automatic,50,Sedan,4.3,23819,34811,401,3331,187,5876
BMW,6 Series,5,automatic,65,Coupe,4.6,36797,50423,306,3369,226,5086
BMW,5 Series,5,automatic,42,Sedan,4.1,27311,36927,224,2308,197,5620
BMW,6 Series,5,automatic,71,Convertible,4.6,43517,54862,332,3070,346,4177
BMW,5 Series,5,automatic,79,Sedan,4.8,24503,31558,163,3842,171,5714
BMW,6 Series,5,automatic,69,Coupe,4.6,35669,57056,207,3127,292,5085
BMW,7 Series,5,automatic,47,Sedan,3.8,21766,31598,491,3865,232,4937
BMW,7 Series,5,automatic,69,Sedan,3.5,31106,44562,375,1499,243,5232
BMW,3 Series,5,automatic,70,Convertible,4.7,33019,44725,199,1522,312,6144
BMW,3 Series,5,automatic,61,Convertible,5.0,22536,32550,273,3013,329,6242
BMW,6 Series,5,automatic,61,Convertible,3.6,42254,61728,278,1854,266,5086
BMW,1 Series,5,automatic,64,Coupe,4.2,22103,30252,252,2164,361,4922
BMW,6 Series,5,automatic,75,Coupe,4.6,37426,50545,131,1473,298,4248
Acura,TL,5,automatic,42,Sedan,3.6,18994,23499,438,3910,185,4005
BMW,5 Series,5,automatic,74,Sedan,4.0,44447,55536,160,3683,246,5200
BMW,7 Series,5,automatic,52,Sedan,4.4,30007,38075,366,2754,205,6185
BMW,6 Series,5,automatic,50,Convertible,4.0,40002,60787,491,2900,119,6475
BMW,3 Series,5,automatic,50,Convertible,4.1,24087,29370,334,3414,391,5115
nan,nan,5,automatic,69,nan,3.7,35891,49657,471,1231,119,5885
Acura,TL,5,automatic,62,Sedan,4.9,17804,22951,301,1302,199,4711
BMW,5 Series,5,automatic,77,Sedan,3.7,27499,34769,395,3048,264,6454
BMW,7 Series,5,automatic,42,Sedan,4.0,34219,44259,220,1456,285,6369
bmw,750li,5,automatic,46,nan,4.1,41742,57313,303,2393,115,5915
BMW,5 Series,5,automatic,72,Sedan,3.8,21763,31900,337,2225,283,5167
Audi,S4,5,automatic,40,Sedan,3.6,28973,37629,299,1478,366,5744
Audi,A7,5,automatic,41,Sedan,4.4,33868,45011,343,1906,160,4127
BMW,3 Series,5,automatic,73,Coupe,3.6,27493,41110,402,2149,382,6885
BMW,5 Series,5,automatic,67,Sedan,4.2,29806,37699,452,2499,294,5814
BMW,5 Series,5,automatic,75,Sedan,5.0,32258,43263,345,2088,252,4020
BMW,5 Series,5,automatic,61,Sedan,3.7,24131,31993,226,1658,242,4016
BMW,6 Series,5,automatic,64,Convertible,4.6,38565,44957,396,3671,172,4052
BMW,3 Series,5,automatic,77,Sedan,4.1,21448,31009,283,3897,200,4570
BMW,5 Series,5,automatic,43,Sedan,4.5,28035,35164,345,1672,130,4054
Audi,A5,5,automatic,64,Coupe,4.5,23678,30093,361,2882,174,6638
BMW,5 Series,5,automatic,61,Sedan,4.2,27020,35154,210,3474,206,5395
BMW,5 Series,5,automatic,77,Sedan,4.5,21689,29026,298,1977,108,6576
Acura,TL,5,automatic,60,Sedan,4.4,18689,22395,124,3288,303,5439
BMW,5 Series,5,automatic,67,Sedan,4.6,32335,39121,164,1251,331,6111
BMW,3 Series,5,automatic,54,Coupe,3.9,31448,41021,362,3675,215,5515
BMW,5 Series,5,automatic,73,Sedan,3.7,26963,35322,185,1652,290,6943
BMW,1 Series,5,automatic,60,Convertible,4.8,19751,24196,357,3340,244,4948
Acura,TSX,5,automatic,78,Sedan,3.6,16793,20344,307,2027,304,6842
BMW,3 Series,5,automatic,74,Convertible,3.9,26647,33569,360,2734,320,4841
BMW,3 Series,5,automatic,78,Convertible,4.6,25714,28939,453,3291,146,5713
Acura,TSX,5,automatic,71,Sedan,3.5,16168,19807,317,3756,114,6716
bmw,750i,5,automatic,77,nan,3.7,27696,36007,231,2263,289,5270
bmw,750li,5,automatic,65,nan,4.1,43487,51762,281,1384,273,6727
BMW,3 Series,5,automatic,48,Convertible,4.7,22645,34754,376,3185,345,5292
BMW,3 Series,5,automatic,69,Convertible,4.4,25446,30391,269,2766,308,6223
BMW,3 Series,5,automatic,50,Convertible,3.8,25376,39116,194,3692,203,6145
nan,nan,5,automatic,52,nan,4.9,50916,63820,148,3889,281,4568
bmw,750i,5,automatic,69,nan,4.6,29055,39602,319,3524,123,6212
BMW,6 Series,5,automatic,66,Convertible,3.8,46300,59396,485,3874,130,5864
BMW,7 Series,5,automatic,59,Sedan,4.4,35016,49575,398,1715,108,4278
Acura,TL,5,automatic,76,Sedan,4.9,16503,25399,262,2238,322,5842
nan,nan,5,automatic,61,nan,4.0,40062,49265,242,1375,395,5150
BMW,6 Series,5,automatic,79,Convertible,3.7,32949,49505,395,1682,252,5240
Acura,TSX,5,automatic,48,Sedan,4.9,16589,21912,433,1352,260,4858
BMW,1 Series,5,manual,76,Coupe,3.7,16057,20377,246,1297,380,4589
BMW,7 Series,5,automatic,79,Sedan,5.0,34176,45411,317,1658,167,6810
Acura,RDX,7,Automatic,43,SUV,3.8,19253,28104,324,1982,241,6680
BMW,M3,5,automatic,63,Convertible,4.3,36053,44869,436,2854,280,4813
BMW,3 Series,5,automatic,79,Sedan,3.9,24222,33398,265,2150,298,5609
BMW,5 Series,5,automatic,80,Sedan,4.2,35542,52958,262,1711,207,6291
BMW,6 Series,5,automatic,73,Convertible,5.0,44800,54494,384,1632,120,5287
BMW,3 Series,5,automatic,51,Coupe,3.8,18254,25369,286,3200,125,4551
bmw,750li,5,automatic,77,nan,3.7,45385,53927,188,2416,270,5743
BMW,6 Series,5,automatic,52,Convertible,4.8,39429,57157,147,2132,314,6612
BMW,6 Series,5,automatic,69,Convertible,4.1,39578,55448,334,2337,178,6745
BMW,6 Series,5,automatic,61,Convertible,4.6,37092,54789,276,2543,356,4940
BMW,6 Series,5,automatic,60,Convertible,4.5,45826,65078,245,1210,237,6098
bmw,750i,5,automatic,66,nan,4.6,28583,39429,430,3537,245,6502
BMW,1 Series,5,automatic,79,Convertible,4.7,32787,42491,147,3643,149,6098
MINI,Cooper Coupe,5,manual,71,Hatchback,4.3,12458,17412,243,3949,282,5766
Audi,A5,5,automatic,41,Coupe,4.3,25163,28562,270,1808,324,5181
BMW,5 Series,5,automatic,47,Sedan,4.8,25180,35956,327,1631,311,4826
BMW,3 Series,5,Manual,77,Sedan,4.8,12421,18336,197,3708,278,6779
BMW,5 Series,5,automatic,78,Sedan,4.3,25546,31256,180,2714,134,4475
BMW,M3,5,automatic,58,Convertible,4.2,36888,48106,332,3931,314,5492
BMW,7 Series,5,automatic,63,Sedan,3.7,30832,34814,499,1367,179,6780
BMW,3 Series,5,manual,73,Coupe,3.8,30857,41345,450,1796,121,5845
BMW,3 Series,5,automatic,62,Convertible,4.3,24753,31521,199,1913,357,4441
BMW,5 Series,5,automatic,75,Sedan,4.7,29368,37553,276,3744,231,6119
BMW,3 Series,5,automatic,42,Sedan,4.8,20244,25890,428,1904,157,6618
BMW,6 Series,5,automatic,46,Convertible,4.6,42644,61542,500,2244,126,5622
BMW,1 Series,5,automatic,68,Convertible,4.2,21339,30900,354,1684,106,5411
BMW,3 Series,5,manual,63,Coupe,4.2,29828,42749,462,3949,246,4188
BMW,6 Series,5,automatic,63,Convertible,4.2,41100,52359,327,1752,238,5029
bmw,750i,5,automatic,47,nan,3.9,30961,39986,145,2629,383,4808
BMW,6 Series,5,automatic,57,Convertible,3.7,37839,54733,298,3320,303,6312
BMW,M3,5,automatic,47,Convertible,4.4,36317,49729,494,2521,302,4596
BMW,7 Series,5,automatic,43,Sedan,3.6,34336,51268,340,1407,113,6417
Acura,TSX,5,automatic,80,Sedan,3.6,14797,22190,181,3236,237,4188
Acura,TL,5,automatic,72,Sedan,3.6,18849,21550,489,2266,243,6277
nan,nan,5,automatic,54,nan,4.1,39048,57622,287,1719,95,6214
BMW,5 Series,5,automatic,69,Sedan,4.2,30891,40293,423,1923,108,5886
BMW,3 Series,5,automatic,46,Coupe,4.7,16172,25665,175,2296,255,4733
Acura,RDX,7,automatic,74,SUV,4.3,21334,27130,262,3717,383,5203
BMW,6 Series,5,Manual,72,Convertible,4.6,35957,46325,199,1309,350,6682
Acura,TSX,5,automatic,41,Sedan,4.8,17130,24814,184,1956,384,6517
BMW,5 Series,5,automatic,79,Sedan,3.8,30708,39749,307,2539,191,5593
BMW,3 Series,5,automatic,66,Coupe,5.0,20408,25866,137,3817,216,5785
BMW,3 Series,5,automatic,76,Convertible,3.7,24251,36651,290,3994,244,6304
Acura,TL,5,automatic,49,Sedan,5.0,15639,19713,299,3671,137,5682
BMW,3 Series,5,automatic,56,Convertible,4.4,28332,36712,159,1640,204,5114
bmw,750li,5,automatic,77,nan,4.4,37597,59690,263,3505,153,5481
BMW,6 Series,5,automatic,43,Convertible,3.7,41854,52585,195,1569,191,5427
BMW,5 Series,5,automatic,40,Sedan,4.1,30362,44075,288,1836,365,4267
Acura,ZDX,5,automatic,46,Hatchback,3.6,24915,34484,392,1265,396,5014
BMW,3 Series,5,automatic,72,Convertible,4.4,22326,31271,213,2015,184,5954
BMW,3 Series,5,automatic,41,Sedan,3.8,25331,29971,247,3548,155,6278
Audi,A4,5,automatic,45,Sedan,4.9,21863,29888,495,3687,286,5168
BMW,1 Series,5,automatic,80,Convertible,4.6,21421,23938,321,3776,395,6982
Acura,TSX,5,automatic,56,Sedan,3.9,17676,24096,444,1616,140,4624
BMW,5 Series,5,automatic,49,Sedan,3.8,26231,33602,234,2742,92,4916
BMW,5 Series,5,automatic,58,Sedan,4.1,20239,26782,495,3712,300,6028
BMW,3 Series,5,automatic,79,Convertible,4.7,30039,37901,123,3500,139,4575
BMW,5 Series,5,automatic,79,Sedan,3.8,22839,34706,189,3370,187,6236
BMW,6 Series,5,automatic,59,Convertible,3.7,37046,52422,480,3727,314,4768
BMW,5 Series,5,automatic,79,Sedan,4.3,24779,31763,303,3032,151,6131
BMW,6 Series,5,automatic,52,Convertible,4.7,44207,56839,477,3619,267,4734
Audi,A6,5,automatic,72,Sedan,4.3,26492,40472,278,2067,188,6210
BMW,6 Series,5,automatic,49,Convertible,4.4,36841,46040,127,2835,322,4221
Acura,TL,5,automatic,60,Sedan,4.7,19216,22943,194,3943,363,5735
BMW,3 Series,5,automatic,74,Convertible,4.1,27542,38794,443,1946,277,4434
BMW,3 Series,5,automatic,63,Coupe,4.7,15399,24246,190,3196,227,6130
BMW,6 Series,5,automatic,57,Coupe,4.9,37983,54048,128,2887,176,5026
BMW,7 Series,5,automatic,76,Sedan,3.8,30881,41265,197,2730,204,6834
Acura,TSX,5,automatic,75,Sedan,3.6,12896,18055,466,1257,180,6405
Acura,TSX,5,automatic,53,Sedan,3.9,17218,22162,377,2071,153,5697
Audi,R8,5,automatic,66,Coupe,4.6,84680,108164,121,3929,392,5359
BMW,3 Series,5,automatic,42,Sedan,4.2,18604,24722,226,2247,378,5616
BMW,3 Series,5,automatic,40,Coupe,4.4,16925,25546,451,1424,300,5085
Acura,TSX,5,automatic,76,Sedan,3.8,16901,21131,208,2925,358,5088
BMW,3 Series,5,automatic,53,Coupe,3.8,19164,22787,426,1720,209,6409
BMW,7 Series,5,automatic,80,Sedan,4.7,31536,42587,236,3555,378,4384
bmw,750li,5,automatic,41,nan,3.7,39033,49705,197,1729,336,6016
BMW,5 Series,5,automatic,68,Sedan,4.9,25301,31220,152,1838,189,4313
Audi,A6,5,automatic,58,Sedan,4.1,26704,33935,460,3170,342,4780
BMW,3 Series,5,automatic,70,Sedan,4.4,17734,27250,455,3090,357,5302
BMW,6 Series,5,automatic,46,Convertible,4.1,36190,44555,284,3660,161,4588
bmw,750li,5,automatic,41,nan,4.0,36424,53393,227,2088,332,6848
bmw,750li,5,automatic,70,nan,3.7,33963,50012,485,3116,222,6807
BMW,3 Series,5,automatic,46,Convertible,4.2,23676,36407,434,1710,231,6938
Acura,MDX,7,automatic,56,SUV,3.6,26035,34790,153,1889,221,6997
nan,nan,5,automatic,61,nan,4.2,31323,37688,465,3857,105,5312
BMW,X3,7,automatic,69,SUV,4.6,25695,33806,398,1793,187,4140
BMW,6 Series,5,automatic,55,Convertible,4.3,46998,64376,185,2409,280,6850
Acura,TSX,5,automatic,60,Sedan,4.3,13519,20100,151,2068,322,4535
BMW,5 Series,5,automatic,51,Sedan,4.9,22900,30035,196,3415,119,4407
BMW,7 Series,5,automatic,41,Sedan,3.8,31131,39561,146,3333,115,6883
MINI,Cooper Clubman,5,automatic,69,Hatchback,4.0,11139,15658,448,2380,194,4034
BMW,3 Series,5,automatic,79,Sedan,4.0,14504,22620,304,2647,169,6219
BMW,6 Series,5,automatic,79,Convertible,3.6,43109,61431,185,1642,236,5352
bmw,750li,5,automatic,59,nan,4.0,38038,44252,487,1547,287,5805
BMW,3 Series,5,automatic,55,Convertible,3.6,27138,40082,492,1539,179,5486
BMW,6 Series,5,automatic,60,Convertible,4.0,45806,60851,214,1745,280,5404
BMW,1 Series,5,automatic,45,Convertible,4.9,19086,25673,493,3511,235,6167
BMW,X3,7,automatic,50,SUV,3.8,27211,36217,338,3061,346,5431
bmw,750i,5,automatic,58,nan,4.4,28742,40983,342,2929,242,4557
Acura,TL,5,automatic,60,Sedan,4.3,14620,22898,461,2292,306,4852
Audi,S5,5,automatic,70,Coupe,3.5,34211,43645,354,1886,396,6684
Audi,Q5,7,automatic,67,SUV,4.8,26353,33533,194,3182,397,4371
bmw,750i,5,automatic,61,nan,4.7,37336,52542,167,2325,338,5536
bmw,750li,5,automatic,71,nan,3.9,41362,46429,390,1598,356,5502
Acura,MDX,7,automatic,59,SUV,4.3,28981,32957,233,2065,336,6619
BMW,7 Series,5,automatic,57,Sedan,4.1,28934,41620,387,2131,325,6132
BMW,5 Series,5,automatic,43,Sedan,4.4,29723,43671,441,2896,161,4272
Audi,A6,5,automatic,73,Sedan,4.1,23087,32375,331,3941,204,6739
bmw,750li,5,automatic,58,nan,3.8,32583,43142,147,1941,232,5772
BMW,7 Series,5,automatic,44,Sedan,4.5,34901,49913,162,3925,221,4326
BMW,5 Series,5,automatic,79,Sedan,4.4,29857,37948,276,2425,282,5129
Acura,TSX,5,automatic,46,Sedan,4.7,13930,19145,353,2970,365,6029
BMW,3 Series,5,automatic,58,Coupe,5.0,19349,26057,436,1612,196,4132
Audi,A4,5,automatic,80,Sedan,4.8,16771,21417,363,2565,251,5356
BMW,3 Series,5,automatic,74,Sedan,3.8,34425,47116,445,3429,161,5562
BMW,3 Series,5,automatic,69,Convertible,4.2,22971,32016,363,1688,347,5993
BMW,6 Series,5,automatic,55,Convertible,4.1,35491,52630,288,2734,321,6747
Acura,ZDX,5,automatic,62,Hatchback,4.4,25852,29900,326,3992,337,6689
Audi,A4,5,automatic,72,Sedan,3.9,18443,22884,267,3838,221,5815
BMW,6 Series,5,automatic,53,Convertible,4.1,41008,54667,359,1782,351,4076
BMW,3 Series,5,automatic,54,Convertible,3.6,23432,30815,267,3951,317,6679
BMW,5 Series,5,automatic,61,Sedan,3.7,29463,36308,365,1217,394,5329
BMW,5 Series,5,automatic,73,Sedan,4.4,28881,41181,223,2445,120,5462
BMW,6 Series,5,automatic,57,Coupe,4.0,36700,44341,382,1364,96,5873
bmw,750li,5,automatic,58,nan,4.1,39560,49039,355,3929,225,6676
Acura,MDX,7,automatic,56,SUV,3.7,24540,33636,141,3093,133,4464
BMW,5 Series,5,automatic,61,Sedan,4.3,27843,41906,327,3292,183,5010
BMW,6 Series,5,automatic,63,Convertible,4.3,46724,59750,177,1931,370,4131
Dodge,Avenger,5,automatic,59,Sedan,3.6,7286,9352,484,2527,255,6959
Ford,E-Series Wagon,5,Automatic,46,Van,5.0,14663,18277,199,3104,252,6840
Ford,Escape,7,automatic,60,SUV,3.5,11423,16978,124,3120,316,6895
Dodge,Avenger,5,automatic,56,Sedan,4.1,8915,12088,190,2085,398,5177
Ford,Edge,7,automatic,72,SUV,4.0,17236,23636,232,3890,369,5290
BMW,X5,7,automatic,68,SUV,4.0,35981,44357,494,2682,186,5273
Cadillac,SRX,7,automatic,68,SUV,4.3,13549,17495,387,2674,269,6609
Chevrolet,Silverado 1500,5,automatic,53,Crew Cab,4.9,21637,25072,429,3885,299,6628
Ford,Edge,7,automatic,44,SUV,4.0,19414,23803,412,3076,250,5771
Ford,Focus,5,automatic,51,Hatchback,3.8,13066,16844,373,2174,132,5640
Ford,Flex,5,Automatic,67,Wagon,4.2,14616,17643,265,3512,197,4160
BMW,Z4,5,automatic,60,Convertible,3.7,27909,39971,208,2468,393,5002
BMW,X5,7,automatic,51,SUV,5.0,29325,39492,312,2619,286,5245
Chevrolet,Cruze,5,automatic,76,Sedan,4.6,7261,11242,458,1490,366,6531
Chevrolet,Traverse,7,automatic,44,SUV,4.9,15227,22024,491,1348,158,6631
Chevrolet,Malibu,5,automatic,77,Sedan,4.4,8500,11685,156,3604,143,5648
Ford,Focus,5,automatic,75,Hatchback,4.8,12261,17149,421,3228,321,4695
Ford,Focus,5,automatic,71,Sedan,3.5,7528,10434,277,2278,102,5658
Chevrolet,Silverado 2500HD,5,automatic,47,Crew Cab,4.2,21567,27149,248,1882,393,4014
Ford,F-350 Super Duty,5,automatic,65,Crew Cab,3.8,40340,48188,205,1925,326,6548
Buick,Enclave,7,automatic,47,SUV,3.8,23174,31485,279,3658,342,5438
Ford,Fiesta,5,automatic,48,Hatchback,3.9,5097,6977,429,2258,264,5363
Chevrolet,Cruze,5,automatic,42,Sedan,4.4,7273,9734,307,3302,153,4263
Ford,Escape,7,Automatic,40,SUV,3.6,5606,7237,445,1518,232,6804
